,"activity, %"
ARHGAP22,72
Actin_BR,53
Actin_ST,72
Arp2_3,53
CP,50
Cdc42,50
Cofilin,34
Coronin,20
Cortactin,24
Dia1,0
Dia2,92
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,25
LIMK,80
NET1,47
PAK,53
PIP2,50
PKD,72
Profilin,76
ROCK,72
ROS,25
Rac1,25
RhoA,77
SSH,20
Thymosin,0
WASP,76
WAVE,33
