,"activity, %"
ARHGAP22,0
Actin_BR,62
Actin_ST,71
Arp2_3,62
CP,50
Cdc42,50
Cofilin,76
Coronin,83
Cortactin,62
Dia1,0
Dia2,62
Ena_Vasp,83
IRSp53_Cdc42,50
IRSp53_Rac1,62
LIMK,2
NET1,0
PAK,65
PIP2,50
PKD,0
Profilin,79
ROCK,0
ROS,62
Rac1,62
RhoA,0
SSH,83
Thymosin,15
WASP,80
WAVE,72
