,"activity, %"
ARHGAP22,0
Actin_BR,74
Actin_ST,15
Arp2_3,74
CP,90
Cdc42,46
Cofilin,73
Coronin,80
Cortactin,74
Dia1,3
Dia2,86
Ena_Vasp,0
IRSp53_Cdc42,46
IRSp53_Rac1,74
LIMK,20
NET1,26
PAK,74
PIP2,47
PKD,10
Profilin,89
ROCK,10
ROS,74
Rac1,74
RhoA,12
SSH,80
Thymosin,16
WASP,81
WAVE,87
