,"activity, %"
ARHGAP22,93
Actin_BR,33
Actin_ST,78
Arp2_3,33
CP,21
Cdc42,50
Cofilin,23
Coronin,7
Cortactin,7
Dia1,79
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,7
LIMK,93
NET1,0
PAK,54
PIP2,50
PKD,93
Profilin,98
ROCK,93
ROS,0
Rac1,7
RhoA,100
SSH,7
Thymosin,45
WASP,55
WAVE,7
