,"activity, %"
Actin_BR,41
Actin_ST,68
Arp2_3,41
CP,51
Cdc42,50
Cofilin,49
Coronin,8
Cortactin,0
Dia1,49
Dia2,100
Ena_Vasp,97
IRSp53,50
LIMK,0
PAK,95
PIP2,49
PKD,92
Profilin,68
ROCK,92
ROCK_,92
Rac1,0
RhoA,100
SSH,8
Thymosin,41
WASP,57
WAVE,0
