,"activity, %"
ARHGAP22,85
Actin_BR,0
Actin_ST,59
Arp2_3,0
CP,50
Cdc42,49
Cofilin,6
Coronin,9
Cortactin,7
Dia1,42
Dia2,94
Ena_Vasp,97
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,90
NET1,49
PAK,51
PIP2,49
PKD,85
Profilin,59
ROCK,85
ROS,7
Rac1,7
RhoA,92
SSH,9
Thymosin,48
WASP,49
WAVE,7
