,"activity, %"
ARHGAP22,85
Actin_BR,38
Actin_ST,79
Arp2_3,38
CP,19
Cdc42,50
Cofilin,23
Coronin,0
Cortactin,0
Dia1,72
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,15
LIMK,96
NET1,50
PAK,50
PIP2,51
PKD,85
Profilin,97
ROCK,85
ROS,15
Rac1,15
RhoA,85
SSH,4
Thymosin,46
WASP,54
WAVE,25
