,"activity, %"
ARHGAP22,75
Actin_BR,43
Actin_ST,71
Arp2_3,43
CP,26
Cdc42,50
Cofilin,42
Coronin,15
Cortactin,0
Dia1,62
Dia2,96
Ena_Vasp,98
IRSp53_Cdc42,50
IRSp53_Rac1,23
LIMK,0
NET1,45
PAK,54
PIP2,50
PKD,75
Profilin,97
ROCK,75
ROS,23
Rac1,23
RhoA,77
SSH,15
Thymosin,39
WASP,59
WAVE,32
