,"activity, %"
ARHGAP22,68
Actin_BR,58
Actin_ST,72
Arp2_3,58
CP,28
Cdc42,52
Cofilin,55
Coronin,23
Cortactin,29
Dia1,57
Dia2,96
Ena_Vasp,100
IRSp53_Cdc42,52
IRSp53_Rac1,30
LIMK,0
NET1,42
PAK,58
PIP2,53
PKD,68
Profilin,100
ROCK,68
ROS,30
Rac1,30
RhoA,71
SSH,23
Thymosin,0
WASP,81
WAVE,41
