,"activity, %"
ARHGAP22,0
Actin_BR,75
Actin_ST,83
Arp2_3,75
CP,52
Cdc42,51
Cofilin,87
Coronin,96
Cortactin,75
Dia1,3
Dia2,86
Ena_Vasp,90
IRSp53_Cdc42,51
IRSp53_Rac1,75
LIMK,4
NET1,24
PAK,76
PIP2,49
PKD,0
Profilin,89
ROCK,4
ROS,75
Rac1,75
RhoA,12
SSH,96
Thymosin,7
WASP,87
WAVE,87
