,"activity, %"
Actin_BR,56
Actin_ST,90
Arp2_3,56
CP,0
Cdc42,54
Cofilin,31
Coronin,25
Cortactin,34
Dia1,67
Dia2,87
Ena_Vasp,93
IRSp53,0
LIMK,75
PAK,99
PIP2,49
PKD,66
Profilin,91
ROCK,66
ROCK_,66
Rac1,34
RhoA,67
SSH,25
Thymosin,42
WASP,58
WAVE,34
