,"activity, %"
ARHGAP22,30
Actin_BR,55
Actin_ST,42
Arp2_3,55
CP,30
Cdc42,47
Cofilin,4
Coronin,0
Cortactin,55
Dia1,0
Dia2,77
Ena_Vasp,93
IRSp53_Cdc42,47
IRSp53_Rac1,55
LIMK,97
NET1,40
PAK,60
PIP2,48
PKD,30
Profilin,74
ROCK,30
ROS,55
Rac1,55
RhoA,30
SSH,0
Thymosin,42
WASP,55
WAVE,65
