,"activity, %"
ARHGAP22,23
Actin_BR,42
Actin_ST,60
Arp2_3,42
CP,52
Cdc42,50
Cofilin,58
Coronin,62
Cortactin,0
Dia1,11
Dia2,68
Ena_Vasp,88
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,36
NET1,38
PAK,62
PIP2,48
PKD,23
Profilin,68
ROCK,23
ROS,42
Rac1,42
RhoA,27
SSH,62
Thymosin,31
WASP,65
WAVE,42
