,"activity, %"
ARHGAP22,92
Actin_BR,32
Actin_ST,68
Arp2_3,32
CP,51
Cdc42,51
Cofilin,39
Coronin,8
Cortactin,0
Dia1,49
Dia2,100
Ena_Vasp,98
IRSp53_Cdc42,51
IRSp53_Rac1,0
LIMK,0
NET1,49
PAK,51
PIP2,49
PKD,92
Profilin,68
ROCK,92
ROS,0
Rac1,0
RhoA,100
SSH,8
Thymosin,42
WASP,56
WAVE,0
