,"activity, %"
ARHGAP22,0
Actin_BR,66
Actin_ST,79
Arp2_3,66
CP,52
Cdc42,51
Cofilin,81
Coronin,86
Cortactin,66
Dia1,0
Dia2,66
Ena_Vasp,88
IRSp53_Cdc42,51
IRSp53_Rac1,66
LIMK,0
NET1,34
PAK,66
PIP2,48
PKD,0
Profilin,88
ROCK,0
ROS,66
Rac1,66
RhoA,0
SSH,86
Thymosin,0
WASP,88
WAVE,76
