,"activity, %"
ARHGAP22,62
Actin_BR,57
Actin_ST,0
Arp2_3,57
CP,27
Cdc42,52
Cofilin,35
Coronin,27
Cortactin,35
Dia1,51
Dia2,90
Ena_Vasp,98
IRSp53_Cdc42,52
IRSp53_Rac1,35
LIMK,73
NET1,0
PAK,62
PIP2,49
PKD,62
Profilin,0
ROCK,62
ROS,35
Rac1,35
RhoA,65
SSH,27
Thymosin,38
WASP,62
WAVE,49
