,"activity, %"
ARHGAP22,92
Actin_BR,27
Actin_ST,63
Arp2_3,27
CP,50
Cdc42,50
Cofilin,25
Coronin,8
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,92
NET1,50
PAK,50
PIP2,50
PKD,92
Profilin,63
ROCK,92
ROS,0
Rac1,0
RhoA,100
SSH,8
Thymosin,46
WASP,52
WAVE,0
