,"activity, %"
Actin_BR,0
Actin_ST,95
Arp2_3,0
CP,51
Cdc42,50
Cofilin,6
Coronin,55
Cortactin,50
Dia1,0
Dia2,100
Ena_Vasp,89
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,45
PAK,0
PIP2,49
PKD,45
Profilin,95
ROCK,45
Rac1,50
RhoA,50
SSH,55
Thymosin,32
UPSTREAM,50
WASP,68
WAVE,100
