,"activity, %"
Actin_BR,65
Actin_ST,59
Arp2_3,65
CP,49
Cdc42,50
Cofilin,53
Coronin,55
Cortactin,50
Dia1,25
Dia2,0
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,45
PAK,75
PIP2,51
PKD,45
Profilin,97
ROCK,45
Rac1,50
RhoA,50
SSH,55
Thymosin,25
UPSTREAM,50
WASP,75
WAVE,100
