,"activity, %"
ARHGAP22,77
Actin_BR,38
Actin_ST,62
Arp2_3,38
CP,54
Cdc42,49
Cofilin,29
Coronin,16
Cortactin,18
Dia1,36
Dia2,93
Ena_Vasp,99
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,84
NET1,46
PAK,54
PIP2,46
PKD,77
Profilin,65
ROCK,77
ROS,19
Rac1,19
RhoA,83
SSH,16
Thymosin,43
WASP,56
WAVE,19
