,"activity, %"
ARHGAP22,0
Actin_BR,29
Actin_ST,43
Arp2_3,29
CP,52
Cdc42,0
Cofilin,59
Coronin,71
Cortactin,29
Dia1,0
Dia2,29
Ena_Vasp,66
IRSp53_Cdc42,0
IRSp53_Rac1,29
LIMK,0
NET1,71
PAK,29
PIP2,48
PKD,0
Profilin,62
ROCK,0
ROS,29
Rac1,29
RhoA,0
SSH,71
Thymosin,23
WASP,66
WAVE,50
