,"activity, %"
ARHGAP22,33
Actin_BR,60
Actin_ST,75
Arp2_3,60
CP,51
Cdc42,51
Cofilin,71
Coronin,80
Cortactin,56
Dia1,15
Dia2,100
Ena_Vasp,74
IRSp53_Cdc42,51
IRSp53_Rac1,56
LIMK,20
NET1,34
PAK,66
PIP2,50
PKD,0
Profilin,75
ROCK,33
ROS,56
Rac1,56
RhoA,47
SSH,80
Thymosin,20
WASP,68
WAVE,59
