,"activity, %"
ARHGAP22,21
Actin_BR,50
Actin_ST,0
Arp2_3,50
CP,56
Cdc42,49
Cofilin,42
Coronin,58
Cortactin,50
Dia1,11
Dia2,72
Ena_Vasp,70
IRSp53_Cdc42,49
IRSp53_Rac1,50
LIMK,41
NET1,36
PAK,64
PIP2,51
PKD,21
Profilin,0
ROCK,21
ROS,50
Rac1,50
RhoA,24
SSH,58
Thymosin,58
WASP,0
WAVE,67
