,"activity, %"
ARHGAP22,0
Actin_BR,81
Actin_ST,0
Arp2_3,81
CP,43
Cdc42,50
Cofilin,87
Coronin,100
Cortactin,81
Dia1,7
Dia2,57
Ena_Vasp,93
IRSp53_Cdc42,50
IRSp53_Rac1,81
LIMK,0
NET1,19
PAK,81
PIP2,50
PKD,0
Profilin,0
ROCK,0
ROS,81
Rac1,81
RhoA,7
SSH,100
Thymosin,7
WASP,89
WAVE,92
