,"activity, %"
ARHGAP22,82
Actin_BR,41
Actin_ST,98
Arp2_3,41
CP,0
Cdc42,51
Cofilin,17
Coronin,0
Cortactin,18
Dia1,82
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,51
IRSp53_Rac1,18
LIMK,94
NET1,49
PAK,51
PIP2,52
PKD,82
Profilin,98
ROCK,82
ROS,18
Rac1,18
RhoA,82
SSH,6
Thymosin,46
WASP,54
WAVE,30
