,"activity, %"
ARHGAP22,81
Actin_BR,40
Actin_ST,44
Arp2_3,40
CP,48
Cdc42,51
Cofilin,28
Coronin,16
Cortactin,16
Dia1,0
Dia2,96
Ena_Vasp,99
IRSp53_Cdc42,51
IRSp53_Rac1,17
LIMK,84
NET1,47
PAK,53
PIP2,52
PKD,81
Profilin,46
ROCK,81
ROS,17
Rac1,17
RhoA,84
SSH,16
Thymosin,42
WASP,57
WAVE,22
