,"activity, %"
ARHGAP22,30
Actin_BR,0
Actin_ST,72
Arp2_3,0
CP,0
Cdc42,47
Cofilin,10
Coronin,17
Cortactin,11
Dia1,32
Dia2,79
Ena_Vasp,86
IRSp53_Cdc42,47
IRSp53_Rac1,0
LIMK,76
NET1,42
PAK,58
PIP2,50
PKD,30
Profilin,73
ROCK,30
ROS,11
Rac1,11
RhoA,32
SSH,17
Thymosin,47
WASP,51
WAVE,11
