,"activity, %"
ARHGAP22,80
Actin_BR,2
Actin_ST,88
Arp2_3,2
CP,0
Cdc42,50
Cofilin,7
Coronin,9
Cortactin,0
Dia1,85
Dia2,95
Ena_Vasp,93
IRSp53_Cdc42,50
IRSp53_Rac1,12
LIMK,88
NET1,44
PAK,52
PIP2,50
PKD,80
Profilin,90
ROCK,80
ROS,12
Rac1,12
RhoA,85
SSH,9
Thymosin,90
WASP,0
WAVE,22
