,"activity, %"
ARHGAP22,30
Actin_BR,51
Actin_ST,74
Arp2_3,51
CP,51
Cdc42,49
Cofilin,0
Coronin,60
Cortactin,51
Dia1,15
Dia2,85
Ena_Vasp,88
IRSp53_Cdc42,49
IRSp53_Rac1,52
LIMK,39
NET1,36
PAK,64
PIP2,50
PKD,30
Profilin,74
ROCK,30
ROS,0
Rac1,52
RhoA,36
SSH,60
Thymosin,53
WASP,47
WAVE,70
