,"activity, %"
Actin_BR,77
Actin_ST,72
Arp2_3,77
CP,50
Cdc42,47
Cofilin,72
Coronin,23
Cortactin,32
Dia1,34
Dia2,88
Ena_Vasp,100
IRSp53,57
LIMK,0
PAK,99
PIP2,50
PKD,68
Profilin,79
ROCK,68
ROCK_,68
Rac1,32
RhoA,70
SSH,23
Thymosin,0
WASP,79
WAVE,32
