,"activity, %"
ARHGAP22,74
Actin_BR,39
Actin_ST,97
Arp2_3,39
CP,0
Cdc42,50
Cofilin,23
Coronin,16
Cortactin,23
Dia1,77
Dia2,96
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,84
NET1,44
PAK,56
PIP2,50
PKD,74
Profilin,98
ROCK,74
ROS,24
Rac1,24
RhoA,77
SSH,16
Thymosin,43
WASP,57
WAVE,24
