,"activity, %"
ARHGAP22,71
Actin_BR,49
Actin_ST,0
Arp2_3,49
CP,27
Cdc42,51
Cofilin,32
Coronin,23
Cortactin,27
Dia1,60
Dia2,96
Ena_Vasp,96
IRSp53_Cdc42,0
IRSp53_Rac1,28
LIMK,77
NET1,44
PAK,56
PIP2,50
PKD,71
Profilin,0
ROCK,71
ROS,28
Rac1,28
RhoA,74
SSH,23
Thymosin,41
WASP,59
WAVE,36
