,"activity, %"
ARHGAP22,70
Actin_BR,55
Actin_ST,0
Arp2_3,55
CP,27
Cdc42,50
Cofilin,35
Coronin,22
Cortactin,28
Dia1,58
Dia2,96
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,29
LIMK,78
NET1,45
PAK,55
PIP2,48
PKD,70
Profilin,0
ROCK,70
ROS,29
Rac1,29
RhoA,72
SSH,22
Thymosin,0
WASP,76
WAVE,39
