,"activity, %"
ARHGAP22,26
Actin_BR,59
Actin_ST,70
Arp2_3,59
CP,49
Cdc42,51
Cofilin,60
Coronin,62
Cortactin,59
Dia1,0
Dia2,88
Ena_Vasp,95
IRSp53_Cdc42,51
IRSp53_Rac1,59
LIMK,38
NET1,38
PAK,62
PIP2,51
PKD,26
Profilin,74
ROCK,26
ROS,59
Rac1,59
RhoA,29
SSH,62
Thymosin,24
WASP,73
WAVE,68
