,"activity, %"
Actin_BR,28
Actin_ST,16
Arp2_3,28
CP,51
Cdc42,49
Cofilin,50
Coronin,73
Cortactin,28
Dia1,0
Dia2,28
Ena_Vasp,63
IRSp53,63
LIMK,13
PAK,63
PIP2,49
PKD,0
Profilin,27
ROCK,0
ROCK_,0
Rac1,28
RhoA,0
SSH,73
Thymosin,50
WASP,0
WAVE,28
