,"activity, %"
ARHGAP22,91
Actin_BR,0
Actin_ST,66
Arp2_3,0
CP,48
Cdc42,51
Cofilin,4
Coronin,9
Cortactin,4
Dia1,52
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,51
IRSp53_Rac1,4
LIMK,0
NET1,100
PAK,0
PIP2,52
PKD,91
Profilin,66
ROCK,91
ROS,4
Rac1,4
RhoA,100
SSH,9
Thymosin,45
WASP,53
WAVE,4
