,"activity, %"
ARHGAP22,76
Actin_BR,0
Actin_ST,60
Arp2_3,0
CP,50
Cdc42,50
Cofilin,9
Coronin,13
Cortactin,14
Dia1,36
Dia2,90
Ena_Vasp,94
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,86
NET1,100
PAK,0
PIP2,50
PKD,76
Profilin,60
ROCK,76
ROS,14
Rac1,14
RhoA,86
SSH,13
Thymosin,44
WASP,53
WAVE,14
