,"activity, %"
ARHGAP22,70
Actin_BR,51
Actin_ST,98
Arp2_3,51
CP,0
Cdc42,53
Cofilin,45
Coronin,20
Cortactin,28
Dia1,73
Dia2,96
Ena_Vasp,99
IRSp53_Cdc42,53
IRSp53_Rac1,29
LIMK,0
NET1,42
PAK,58
PIP2,51
PKD,70
Profilin,99
ROCK,70
ROS,29
Rac1,29
RhoA,73
SSH,20
Thymosin,36
WASP,63
WAVE,40
