,"activity, %"
ARHGAP22,85
Actin_BR,42
Actin_ST,62
Arp2_3,42
CP,51
Cdc42,49
Cofilin,34
Coronin,0
Cortactin,15
Dia1,41
Dia2,90
Ena_Vasp,100
IRSp53_Cdc42,49
IRSp53_Rac1,15
LIMK,0
NET1,51
PAK,49
PIP2,49
PKD,85
Profilin,66
ROCK,85
ROS,15
Rac1,15
RhoA,85
SSH,4
Thymosin,45
WASP,55
WAVE,26
