,"activity, %"
ARHGAP22,34
Actin_BR,33
Actin_ST,55
Arp2_3,33
CP,20
Cdc42,0
Cofilin,0
Coronin,33
Cortactin,34
Dia1,39
Dia2,39
Ena_Vasp,62
IRSp53_Cdc42,0
IRSp53_Rac1,34
LIMK,61
NET1,66
PAK,34
PIP2,51
PKD,34
Profilin,81
ROCK,34
ROS,34
Rac1,34
RhoA,39
SSH,33
Thymosin,62
WASP,38
WAVE,61
