,"activity, %"
Actin_BR,77
Actin_ST,75
Arp2_3,77
CP,50
Cdc42,48
Cofilin,35
Coronin,22
Cortactin,30
Dia1,0
Dia2,87
Ena_Vasp,100
IRSp53,57
LIMK,78
PAK,99
PIP2,50
PKD,69
Profilin,79
ROCK,69
ROCK_,69
Rac1,30
RhoA,71
SSH,22
Thymosin,0
WASP,79
WAVE,30
