,"activity, %"
Actin_BR,68
Actin_ST,74
Arp2_3,68
CP,49
Cdc42,49
Cofilin,30
Coronin,9
Cortactin,0
Dia1,51
Dia2,100
Ena_Vasp,98
IRSp53,49
LIMK,91
PAK,96
PIP2,51
PKD,91
Profilin,74
ROCK,91
ROCK_,91
Rac1,0
RhoA,100
SSH,9
Thymosin,0
WASP,74
WAVE,0
