,"activity, %"
ARHGAP22,30
Actin_BR,48
Actin_ST,67
Arp2_3,48
CP,21
Cdc42,49
Cofilin,0
Coronin,79
Cortactin,54
Dia1,43
Dia2,80
Ena_Vasp,68
IRSp53_Cdc42,49
IRSp53_Rac1,54
LIMK,18
NET1,27
PAK,69
PIP2,50
PKD,0
Profilin,94
ROCK,30
ROS,54
Rac1,54
RhoA,47
SSH,79
Thymosin,49
WASP,48
WAVE,62
