,"activity, %"
ARHGAP22,76
Actin_BR,43
Actin_ST,0
Arp2_3,43
CP,71
Cdc42,51
Cofilin,30
Coronin,20
Cortactin,21
Dia1,29
Dia2,95
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,22
LIMK,80
NET1,45
PAK,55
PIP2,49
PKD,76
Profilin,0
ROCK,76
ROS,22
Rac1,22
RhoA,80
SSH,20
Thymosin,43
WASP,57
WAVE,28
