,"activity, %"
ARHGAP22,86
Actin_BR,11
Actin_ST,92
Arp2_3,11
CP,6
Cdc42,0
Cofilin,12
Coronin,14
Cortactin,11
Dia1,90
Dia2,0
Ena_Vasp,98
IRSp53_Cdc42,0
IRSp53_Rac1,12
LIMK,86
NET1,88
PAK,12
PIP2,49
PKD,86
Profilin,100
ROCK,86
ROS,12
Rac1,12
RhoA,92
SSH,14
Thymosin,61
WASP,39
WAVE,15
