,"activity, %"
ARHGAP22,7
Actin_BR,73
Actin_ST,0
Arp2_3,73
CP,39
Cdc42,52
Cofilin,84
Coronin,94
Cortactin,73
Dia1,14
Dia2,66
Ena_Vasp,89
IRSp53_Cdc42,52
IRSp53_Rac1,73
LIMK,4
NET1,26
PAK,74
PIP2,48
PKD,0
Profilin,0
ROCK,7
ROS,73
Rac1,73
RhoA,14
SSH,94
Thymosin,8
WASP,85
WAVE,85
