,"activity, %"
Actin_BR,53
Actin_ST,60
Arp2_3,53
CP,47
Cdc42,53
Cofilin,11
Coronin,0
Cortactin,22
Dia1,41
Dia2,87
Ena_Vasp,100
IRSp53,53
LIMK,100
PAK,100
PIP2,53
PKD,78
Profilin,60
ROCK,78
ROCK_,78
Rac1,22
RhoA,78
SSH,0
Thymosin,46
WASP,54
WAVE,0
