,"activity, %"
ARHGAP22,12
Actin_BR,44
Actin_ST,66
Arp2_3,44
CP,53
Cdc42,47
Cofilin,75
Coronin,91
Cortactin,44
Dia1,7
Dia2,65
Ena_Vasp,84
IRSp53_Cdc42,47
IRSp53_Rac1,0
LIMK,9
NET1,34
PAK,66
PIP2,48
PKD,0
Profilin,82
ROCK,12
ROS,44
Rac1,44
RhoA,22
SSH,91
Thymosin,10
WASP,81
WAVE,44
