,"activity, %"
ARHGAP22,93
Actin_BR,25
Actin_ST,83
Arp2_3,25
CP,16
Cdc42,51
Cofilin,22
Coronin,7
Cortactin,0
Dia1,84
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,51
IRSp53_Rac1,0
LIMK,93
NET1,49
PAK,51
PIP2,50
PKD,93
Profilin,98
ROCK,93
ROS,0
Rac1,0
RhoA,100
SSH,7
Thymosin,46
WASP,52
WAVE,0
