,"activity, %"
ARHGAP22,88
Actin_BR,37
Actin_ST,61
Arp2_3,37
CP,37
Cdc42,49
Cofilin,31
Coronin,0
Cortactin,12
Dia1,63
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,49
IRSp53_Rac1,12
LIMK,96
NET1,51
PAK,49
PIP2,0
PKD,88
Profilin,95
ROCK,88
ROS,12
Rac1,12
RhoA,88
SSH,4
Thymosin,61
WASP,39
WAVE,19
