,"activity, %"
ARHGAP22,70
Actin_BR,50
Actin_ST,0
Arp2_3,50
CP,25
Cdc42,51
Cofilin,38
Coronin,22
Cortactin,0
Dia1,61
Dia2,96
Ena_Vasp,99
IRSp53_Cdc42,51
IRSp53_Rac1,28
LIMK,78
NET1,43
PAK,57
PIP2,49
PKD,70
Profilin,0
ROCK,70
ROS,28
Rac1,28
RhoA,74
SSH,22
Thymosin,39
WASP,60
WAVE,37
