,"activity, %"
ARHGAP22,83
Actin_BR,11
Actin_ST,90
Arp2_3,11
CP,5
Cdc42,48
Cofilin,8
Coronin,13
Cortactin,13
Dia1,86
Dia2,97
Ena_Vasp,94
IRSp53_Cdc42,48
IRSp53_Rac1,13
LIMK,87
NET1,47
PAK,53
PIP2,46
PKD,83
Profilin,96
ROCK,83
ROS,13
Rac1,13
RhoA,88
SSH,13
Thymosin,92
WASP,0
WAVE,21
