,"activity, %"
ARHGAP22,0
Actin_BR,60
Actin_ST,48
Arp2_3,60
CP,31
Cdc42,49
Cofilin,76
Coronin,82
Cortactin,60
Dia1,0
Dia2,0
Ena_Vasp,82
IRSp53_Cdc42,49
IRSp53_Rac1,60
LIMK,2
NET1,0
PAK,63
PIP2,48
PKD,0
Profilin,79
ROCK,0
ROS,60
Rac1,60
RhoA,0
SSH,82
Thymosin,15
WASP,79
WAVE,70
