,"activity, %"
ARHGAP22,78
Actin_BR,15
Actin_ST,85
Arp2_3,15
CP,5
Cdc42,51
Cofilin,8
Coronin,12
Cortactin,17
Dia1,80
Dia2,93
Ena_Vasp,90
IRSp53_Cdc42,51
IRSp53_Rac1,17
LIMK,88
NET1,0
PAK,58
PIP2,49
PKD,78
Profilin,91
ROCK,78
ROS,17
Rac1,17
RhoA,83
SSH,12
Thymosin,92
WASP,0
WAVE,30
