,"activity, %"
ARHGAP22,89
Actin_BR,7
Actin_ST,94
Arp2_3,7
CP,5
Cdc42,0
Cofilin,9
Coronin,10
Cortactin,0
Dia1,92
Dia2,93
Ena_Vasp,97
IRSp53_Cdc42,0
IRSp53_Rac1,8
LIMK,89
NET1,91
PAK,8
PIP2,46
PKD,89
Profilin,99
ROCK,89
ROS,8
Rac1,8
RhoA,93
SSH,10
Thymosin,64
WASP,34
WAVE,10
