,"activity, %"
Actin_BR,53
Actin_ST,12
Arp2_3,53
CP,79
Cdc42,49
Cofilin,75
Coronin,88
Cortactin,53
Dia1,0
Dia2,53
Ena_Vasp,0
IRSp53,68
LIMK,2
PAK,68
PIP2,49
PKD,0
Profilin,82
ROCK,0
ROCK_,0
Rac1,53
RhoA,0
SSH,88
Thymosin,12
WASP,83
WAVE,53
