,"activity, %"
Actin_BR,0
Actin_ST,97
Arp2_3,0
CP,0
Cdc42,50
Cofilin,6
Coronin,55
Cortactin,50
Dia1,50
Dia2,100
Ena_Vasp,89
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,45
PAK,0
PIP2,48
PKD,45
Profilin,97
ROCK,45
Rac1,50
RhoA,50
SSH,55
Thymosin,33
UPSTREAM,50
WASP,67
WAVE,100
