,"activity, %"
ARHGAP22,0
Actin_BR,59
Actin_ST,48
Arp2_3,59
CP,32
Cdc42,50
Cofilin,74
Coronin,81
Cortactin,59
Dia1,0
Dia2,50
Ena_Vasp,83
IRSp53_Cdc42,50
IRSp53_Rac1,59
LIMK,2
NET1,37
PAK,63
PIP2,50
PKD,0
Profilin,80
ROCK,0
ROS,59
Rac1,59
RhoA,0
SSH,81
Thymosin,16
WASP,79
WAVE,69
