,"activity, %"
Actin_BR,0
Actin_ST,32
Arp2_3,0
CP,50
Cdc42,50
Cofilin,28
Coronin,33
Cortactin,0
Dia1,0
Dia2,0
Ena_Vasp,65
IRSp53,50
LIMK,0
PAK,0
PIP2,50
PKD,0
Profilin,39
ROCK,0
ROCK_,0
Rac1,0
RhoA,0
SSH,33
Thymosin,39
WASP,52
WAVE,0
