,"activity, %"
ARHGAP22,18
Actin_BR,42
Actin_ST,44
Arp2_3,42
CP,28
Cdc42,51
Cofilin,55
Coronin,58
Cortactin,42
Dia1,21
Dia2,72
Ena_Vasp,68
IRSp53_Cdc42,51
IRSp53_Rac1,42
LIMK,39
NET1,33
PAK,67
PIP2,47
PKD,18
Profilin,73
ROCK,18
ROS,42
Rac1,42
RhoA,21
SSH,58
Thymosin,0
WASP,0
WAVE,67
