,"activity, %"
ARHGAP22,0
Actin_BR,74
Actin_ST,84
Arp2_3,74
CP,52
Cdc42,52
Cofilin,86
Coronin,95
Cortactin,74
Dia1,4
Dia2,87
Ena_Vasp,87
IRSp53_Cdc42,0
IRSp53_Rac1,74
LIMK,1
NET1,25
PAK,75
PIP2,51
PKD,0
Profilin,90
ROCK,0
ROS,74
Rac1,74
RhoA,13
SSH,95
Thymosin,8
WASP,87
WAVE,86
