,"activity, %"
Actin_BR,97
Actin_ST,0
Arp2_3,97
CP,53
Cdc42,51
Cofilin,21
Coronin,22
Cortactin,96
Dia1,32
Dia2,87
Ena_Vasp,100
IRSp53,59
LIMK,78
PAK,99
PIP2,47
PKD,68
Profilin,0
ROCK,68
ROCK_,68
Rac1,32
RhoA,69
SSH,22
Thymosin,33
WASP,67
WAVE,32
