,"activity, %"
Actin_BR,64
Actin_ST,97
Arp2_3,64
CP,0
Cdc42,50
Cofilin,62
Coronin,67
Cortactin,50
Dia1,50
Dia2,100
Ena_Vasp,87
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,16
PAK,75
PIP2,51
PKD,0
Profilin,97
ROCK,0
Rac1,50
RhoA,50
SSH,67
Thymosin,25
UPSTREAM,50
WASP,75
WAVE,100
