,"activity, %"
ARHGAP22,0
Actin_BR,0
Actin_ST,33
Arp2_3,0
CP,50
Cdc42,53
Cofilin,27
Coronin,31
Cortactin,0
Dia1,0
Dia2,0
Ena_Vasp,67
IRSp53_Cdc42,53
IRSp53_Rac1,0
LIMK,0
NET1,0
PAK,0
PIP2,50
PKD,0
Profilin,40
ROCK,0
ROS,0
Rac1,0
RhoA,0
SSH,31
Thymosin,40
WASP,52
WAVE,0
